region_id,clinic_ids,total_availability_hours
264,"[67, 68, 69, 74, 108, 134, 135, 159, 161, 163, 169, 171, 191, 200, 207, 250, 257, 267, 270]",509.59999999999997
265,"[66, 67, 68, 69, 108, 134, 135, 159, 161, 163, 169, 171, 191, 200, 207, 250, 257, 267, 270]",516.8
266,"[67, 68, 69, 74, 108, 134, 135, 159, 161, 169, 171, 191, 201, 207, 250, 257, 267, 270]",489.4
267,"[66, 67, 68, 69, 108, 134, 135, 159, 161, 169, 171, 191, 201, 207, 250, 257, 267, 270]",496.6
268,"[66, 67, 68, 69, 74, 108, 134, 135, 159, 161, 169, 171, 191, 207, 250, 257, 267, 270]",474.7
269,"[67, 68, 69, 104, 108, 134, 135, 159, 161, 163, 169, 171, 191, 200, 207, 267, 270, 274]",466.0
270,"[67, 68, 69, 104, 108, 134, 135, 159, 161, 163, 169, 171, 191, 200, 201, 207, 267, 270]",467.8
271,"[67, 68, 69, 74, 104, 108, 134, 135, 159, 161, 163, 169, 171, 191, 200, 207, 267, 270]",445.9
272,"[66, 67, 68, 69, 104, 108, 134, 135, 159, 161, 163, 169, 171, 191, 200, 207, 267, 270]",453.1
273,"[67, 68, 69, 104, 108, 134, 135, 159, 161, 169, 171, 191, 201, 207, 267, 270, 274]",445.8
274,"[67, 68, 69, 74, 104, 108, 134, 135, 159, 161, 169, 171, 191, 207, 267, 270, 274]",423.9
275,"[66, 67, 68, 69, 104, 108, 134, 135, 159, 161, 169, 171, 191, 207, 267, 270, 274]",431.1
276,"[67, 68, 69, 74, 104, 108, 134, 135, 159, 161, 169, 171, 191, 201, 207, 267, 270]",425.7
277,"[66, 67, 68, 69, 104, 108, 134, 135, 159, 161, 169, 171, 191, 201, 207, 267, 270]",432.90000000000003
278,"[66, 67, 68, 69, 74, 104, 108, 134, 135, 159, 161, 169, 171, 191, 207, 267, 270]",411.0
279,"[67, 68, 69, 108, 134, 135, 159, 161, 163, 169, 171, 191, 200, 201, 207, 267, 270, 274]",492.7
280,"[67, 68, 69, 74, 108, 134, 135, 159, 161, 163, 169, 171, 191, 200, 207, 267, 270, 274]",470.79999999999995
281,"[66, 67, 68, 69, 108, 134, 135, 159, 161, 163, 169, 171, 191, 200, 207, 267, 270, 274]",478.0
282,"[67, 68, 69, 74, 108, 134, 135, 159, 161, 163, 169, 171, 191, 200, 201, 207, 267, 270]",472.59999999999997
283,"[66, 67, 68, 69, 108, 134, 135, 159, 161, 163, 169, 171, 191, 200, 201, 207, 267, 270]",479.8
284,"[66, 67, 68, 69, 74, 108, 134, 135, 159, 161, 163, 169, 171, 191, 200, 207, 267, 270]",457.9
285,"[67, 68, 69, 74, 108, 134, 135, 159, 161, 169, 171, 191, 201, 207, 267, 270, 274]",450.59999999999997
286,"[66, 67, 68, 69, 108, 134, 135, 159, 161, 169, 171, 191, 201, 207, 267, 270, 274]",457.8
287,"[66, 67, 68, 69, 74, 108, 134, 135, 159, 161, 169, 171, 191, 207, 267, 270, 274]",435.9
288,"[66, 67, 68, 69, 74, 108, 134, 135, 159, 161, 169, 171, 191, 201, 207, 267, 270]",437.7
289,"[65, 67, 68, 69, 76, 104, 108, 135, 159, 161, 171, 191, 250, 257, 267, 270]",461.5
290,"[65, 67, 68, 69, 76, 108, 135, 159, 161, 163, 171, 191, 200, 250, 257, 267, 270]",508.4
291,"[65, 67, 68, 69, 76, 108, 135, 159, 161, 171, 191, 201, 250, 257, 267, 270]",488.2
292,"[65, 67, 68, 69, 74, 76, 108, 135, 159, 161, 171, 191, 250, 257, 267, 270]",466.29999999999995
293,"[65, 66, 67, 68, 69, 76, 108, 135, 159, 161, 171, 191, 250, 257, 267, 270]",473.5
294,"[65, 67, 68, 69, 76, 104, 108, 135, 159, 161, 163, 171, 191, 200, 267, 270]",444.7
295,"[65, 67, 68, 69, 76, 104, 108, 135, 159, 161, 171, 191, 201, 267, 270]",424.5
296,"[65, 67, 68, 69, 74, 76, 104, 108, 135, 159, 161, 171, 191, 267, 270]",402.59999999999997
297,"[65, 66, 67, 68, 69, 76, 104, 108, 135, 159, 161, 171, 191, 267, 270]",409.8
298,"[65, 67, 68, 69, 76, 108, 135, 159, 161, 163, 171, 191, 200, 201, 267, 270]",471.4
299,"[65, 67, 68, 69, 74, 76, 108, 135, 159, 161, 163, 171, 191, 200, 267, 270]",449.49999999999994
300,"[65, 66, 67, 68, 69, 76, 108, 135, 159, 161, 163, 171, 191, 200, 267, 270]",456.7
301,"[65, 67, 68, 69, 74, 76, 108, 135, 159, 161, 171, 191, 201, 267, 270]",429.29999999999995
302,"[65, 66, 67, 68, 69, 76, 108, 135, 159, 161, 171, 191, 201, 267, 270]",436.5
303,"[65, 66, 67, 68, 69, 74, 76, 108, 135, 159, 161, 171, 191, 267, 270]",414.59999999999997
304,"[65, 67, 68, 69, 104, 108, 135, 159, 161, 163, 171, 191, 200, 250, 257, 267, 270]",487.5
305,"[65, 67, 68, 69, 104, 108, 135, 159, 161, 171, 191, 201, 250, 257, 267, 270]",467.3
306,"[65, 67, 68, 69, 74, 104, 108, 135, 159, 161, 171, 191, 250, 257, 267, 270]",445.4
307,"[65, 66, 67, 68, 69, 104, 108, 135, 159, 161, 171, 191, 250, 257, 267, 270]",452.6
308,"[65, 67, 68, 69, 108, 135, 159, 161, 163, 171, 191, 200, 201, 250, 257, 267, 270]",514.1999999999999
309,"[65, 67, 68, 69, 74, 108, 135, 159, 161, 163, 171, 191, 200, 250, 257, 267, 270]",492.29999999999995
310,"[65, 66, 67, 68, 69, 108, 135, 159, 161, 163, 171, 191, 200, 250, 257, 267, 270]",499.5
311,"[65, 67, 68, 69, 74, 108, 135, 159, 161, 171, 191, 201, 250, 257, 267, 270]",472.09999999999997
312,"[65, 66, 67, 68, 69, 108, 135, 159, 161, 171, 191, 201, 250, 257, 267, 270]",479.3
313,"[65, 66, 67, 68, 69, 74, 108, 135, 159, 161, 171, 191, 250, 257, 267, 270]",457.4
314,"[65, 67, 68, 69, 104, 108, 135, 159, 161, 163, 171, 191, 200, 201, 267, 270]",450.5
315,"[65, 67, 68, 69, 74, 104, 108, 135, 159, 161, 163, 171, 191, 200, 267, 270]",428.59999999999997
316,"[65, 66, 67, 68, 69, 104, 108, 135, 159, 161, 163, 171, 191, 200, 267, 270]",435.8
317,"[65, 67, 68, 69, 74, 104, 108, 135, 159, 161, 171, 191, 201, 267, 270]",408.4
318,"[65, 66, 67, 68, 69, 104, 108, 135, 159, 161, 171, 191, 201, 267, 270]",415.6
319,"[65, 66, 67, 68, 69, 74, 104, 108, 135, 159, 161, 171, 191, 267, 270]",393.7
320,"[65, 67, 68, 69, 74, 108, 135, 159, 161, 163, 171, 191, 200, 201, 267, 270]",455.29999999999995
321,"[65, 66, 67, 68, 69, 108, 135, 159, 161, 163, 171, 191, 200, 201, 267, 270]",462.5
322,"[65, 66, 67, 68, 69, 74, 108, 135, 159, 161, 163, 171, 191, 200, 267, 270]",440.59999999999997
323,"[65, 66, 67, 68, 69, 74, 108, 135, 159, 161, 171, 191, 201, 267, 270]",420.4
324,"[67, 68, 69, 76, 104, 108, 135, 159, 161, 163, 171, 191, 200, 250, 257, 267, 270]",486.6
325,"[67, 68, 69, 76, 104, 108, 135, 159, 161, 171, 191, 201, 250, 257, 267, 270]",466.40000000000003
326,"[67, 68, 69, 74, 76, 104, 108, 135, 159, 161, 171, 191, 250, 257, 267, 270]",444.5
327,"[66, 67, 68, 69, 76, 104, 108, 135, 159, 161, 171, 191, 250, 257, 267, 270]",451.70000000000005
328,"[67, 68, 69, 76, 108, 135, 159, 161, 163, 171, 191, 200, 201, 250, 257, 267, 270]",513.3
329,"[67, 68, 69, 74, 76, 108, 135, 159, 161, 163, 171, 191, 200, 250, 257, 267, 270]",491.4
330,"[66, 67, 68, 69, 76, 108, 135, 159, 161, 163, 171, 191, 200, 250, 257, 267, 270]",498.6
331,"[67, 68, 69, 74, 76, 108, 135, 159, 161, 171, 191, 201, 250, 257, 267, 270]",471.2
332,"[66, 67, 68, 69, 76, 108, 135, 159, 161, 171, 191, 201, 250, 257, 267, 270]",478.40000000000003
333,"[66, 67, 68, 69, 74, 76, 108, 135, 159, 161, 171, 191, 250, 257, 267, 270]",456.5
334,"[67, 68, 69, 76, 104, 108, 135, 159, 161, 163, 171, 191, 200, 267, 270, 274]",447.8
335,"[67, 68, 69, 76, 104, 108, 135, 159, 161, 163, 171, 191, 200, 201, 267, 270]",449.6
336,"[67, 68, 69, 74, 76, 104, 108, 135, 159, 161, 163, 171, 191, 200, 267, 270]",427.7
337,"[66, 67, 68, 69, 76, 104, 108, 135, 159, 161, 163, 171, 191, 200, 267, 270]",434.90000000000003
338,"[67, 68, 69, 76, 104, 108, 135, 159, 161, 171, 191, 201, 267, 270, 274]",427.6
339,"[67, 68, 69, 74, 76, 104, 108, 135, 159, 161, 171, 191, 267, 270, 274]",405.7
340,"[66, 67, 68, 69, 76, 104, 108, 135, 159, 161, 171, 191, 267, 270, 274]",412.90000000000003
341,"[67, 68, 69, 74, 76, 104, 108, 135, 159, 161, 171, 191, 201, 267, 270]",407.5
342,"[66, 67, 68, 69, 76, 104, 108, 135, 159, 161, 171, 191, 201, 267, 270]",414.70000000000005
343,"[66, 67, 68, 69, 74, 76, 104, 108, 135, 159, 161, 171, 191, 267, 270]",392.8
344,"[67, 68, 69, 76, 108, 135, 159, 161, 163, 171, 191, 200, 201, 267, 270, 274]",474.5
345,"[67, 68, 69, 74, 76, 108, 135, 159, 161, 163, 171, 191, 200, 267, 270, 274]",452.59999999999997
346,"[66, 67, 68, 69, 76, 108, 135, 159, 161, 163, 171, 191, 200, 267, 270, 274]",459.8
347,"[67, 68, 69, 74, 76, 108, 135, 159, 161, 163, 171, 191, 200, 201, 267, 270]",454.4
348,"[66, 67, 68, 69, 76, 108, 135, 159, 161, 163, 171, 191, 200, 201, 267, 270]",461.6
349,"[66, 67, 68, 69, 74, 76, 108, 135, 159, 161, 163, 171, 191, 200, 267, 270]",439.7
350,"[67, 68, 69, 74, 76, 108, 135, 159, 161, 171, 191, 201, 267, 270, 274]",432.4
351,"[66, 67, 68, 69, 76, 108, 135, 159, 161, 171, 191, 201, 267, 270, 274]",439.6
352,"[66, 67, 68, 69, 74, 76, 108, 135, 159, 161, 171, 191, 267, 270, 274]",417.7
353,"[66, 67, 68, 69, 74, 76, 108, 135, 159, 161, 171, 191, 201, 267, 270]",419.5
354,"[67, 68, 69, 104, 108, 135, 159, 161, 163, 171, 191, 200, 201, 250, 257, 267, 270]",492.40000000000003
355,"[67, 68, 69, 74, 104, 108, 135, 159, 161, 163, 171, 191, 200, 250, 257, 267, 270]",470.5
356,"[66, 67, 68, 69, 104, 108, 135, 159, 161, 163, 171, 191, 200, 250, 257, 267, 270]",477.70000000000005
357,"[67, 68, 69, 74, 104, 108, 135, 159, 161, 171, 191, 201, 250, 257, 267, 270]",450.3
358,"[66, 67, 68, 69, 104, 108, 135, 159, 161, 171, 191, 201, 250, 257, 267, 270]",457.50000000000006
359,"[66, 67, 68, 69, 74, 104, 108, 135, 159, 161, 171, 191, 250, 257, 267, 270]",435.6
360,"[67, 68, 69, 74, 108, 135, 159, 161, 163, 171, 191, 200, 201, 250, 257, 267, 270]",497.2
361,"[66, 67, 68, 69, 108, 135, 159, 161, 163, 171, 191, 200, 201, 250, 257, 267, 270]",504.40000000000003
362,"[66, 67, 68, 69, 74, 108, 135, 159, 161, 163, 171, 191, 200, 250, 257, 267, 270]",482.5
363,"[66, 67, 68, 69, 74, 108, 135, 159, 161, 171, 191, 201, 250, 257, 267, 270]",462.3
364,"[67, 68, 69, 104, 108, 135, 159, 161, 163, 171, 191, 200, 201, 267, 270, 274]",453.6
365,"[67, 68, 69, 74, 104, 108, 135, 159, 161, 163, 171, 191, 200, 267, 270, 274]",431.7
366,"[66, 67, 68, 69, 104, 108, 135, 159, 161, 163, 171, 191, 200, 267, 270, 274]",438.90000000000003
367,"[67, 68, 69, 74, 104, 108, 135, 159, 161, 163, 171, 191, 200, 201, 267, 270]",433.5
368,"[66, 67, 68, 69, 104, 108, 135, 159, 161, 163, 171, 191, 200, 201, 267, 270]",440.70000000000005
369,"[66, 67, 68, 69, 74, 104, 108, 135, 159, 161, 163, 171, 191, 200, 267, 270]",418.8
370,"[67, 68, 69, 74, 104, 108, 135, 159, 161, 171, 191, 201, 267, 270, 274]",411.5
371,"[66, 67, 68, 69, 104, 108, 135, 159, 161, 171, 191, 201, 267, 270, 274]",418.70000000000005
372,"[66, 67, 68, 69, 74, 104, 108, 135, 159, 161, 171, 191, 267, 270, 274]",396.8
373,"[66, 67, 68, 69, 74, 104, 108, 135, 159, 161, 171, 191, 201, 267, 270]",398.6
374,"[67, 68, 69, 74, 108, 135, 159, 161, 163, 171, 191, 200, 201, 267, 270, 274]",458.4
375,"[66, 67, 68, 69, 108, 135, 159, 161, 163, 171, 191, 200, 201, 267, 270, 274]",465.6
376,"[66, 67, 68, 69, 74, 108, 135, 159, 161, 163, 171, 191, 200, 267, 270, 274]",443.7
377,"[66, 67, 68, 69, 74, 108, 135, 159, 161, 163, 171, 191, 200, 201, 267, 270]",445.5
378,"[66, 67, 68, 69, 74, 108, 135, 159, 161, 171, 191, 201, 267, 270, 274]",423.5
379,"[67, 68, 69, 76, 108, 135, 159, 161, 163, 171, 190, 191, 200, 201, 250, 257, 267, 270, 286]",589.2
380,"[67, 68, 69, 74, 76, 108, 135, 159, 161, 163, 171, 190, 191, 200, 250, 257, 267, 270, 286]",567.3000000000001
381,"[67, 68, 69, 74, 76, 108, 135, 159, 161, 171, 190, 191, 201, 250, 257, 267, 270, 286]",547.1
382,"[67, 68, 69, 76, 108, 135, 159, 161, 163, 171, 190, 191, 200, 201, 267, 270, 274, 286]",550.4
383,"[67, 68, 69, 74, 76, 108, 135, 159, 161, 163, 171, 190, 191, 200, 267, 270, 274, 286]",528.5
384,"[67, 68, 69, 74, 76, 108, 135, 159, 161, 163, 171, 190, 191, 200, 201, 267, 270, 286]",530.3000000000001
385,"[67, 68, 69, 74, 76, 108, 135, 159, 161, 171, 190, 191, 201, 267, 270, 274, 286]",508.3
386,"[67, 68, 69, 74, 108, 135, 159, 161, 163, 171, 190, 191, 200, 201, 250, 257, 267, 270, 286]",573.1
387,"[67, 68, 69, 74, 108, 135, 159, 161, 163, 171, 190, 191, 200, 201, 267, 270, 274, 286]",534.3
388,"[65, 67, 68, 69, 76, 104, 108, 134, 135, 159, 161, 169, 171, 191, 207, 250, 257, 267, 270]",516.1999999999999
389,"[65, 67, 68, 69, 76, 108, 134, 135, 159, 161, 163, 169, 171, 191, 200, 207, 250, 257, 267, 270]",563.0999999999999
390,"[65, 67, 68, 69, 76, 108, 134, 135, 159, 161, 169, 171, 191, 201, 207, 250, 257, 267, 270]",542.9
391,"[65, 67, 68, 69, 74, 76, 108, 134, 135, 159, 161, 169, 171, 191, 207, 250, 257, 267, 270]",521.0
392,"[65, 66, 67, 68, 69, 76, 108, 134, 135, 159, 161, 169, 171, 191, 207, 250, 257, 267, 270]",528.1999999999999
393,"[65, 67, 68, 69, 76, 104, 108, 134, 135, 159, 161, 163, 169, 171, 191, 200, 207, 267, 270]",499.4
394,"[65, 67, 68, 69, 76, 104, 108, 134, 135, 159, 161, 169, 171, 191, 201, 207, 267, 270]",479.2
395,"[65, 67, 68, 69, 74, 76, 104, 108, 134, 135, 159, 161, 169, 171, 191, 207, 267, 270]",457.29999999999995
396,"[65, 66, 67, 68, 69, 76, 104, 108, 134, 135, 159, 161, 169, 171, 191, 207, 267, 270]",464.5
397,"[65, 67, 68, 69, 76, 108, 134, 135, 159, 161, 163, 169, 171, 191, 200, 201, 207, 267, 270]",526.0999999999999
398,"[65, 67, 68, 69, 74, 76, 108, 134, 135, 159, 161, 163, 169, 171, 191, 200, 207, 267, 270]",504.19999999999993
399,"[65, 66, 67, 68, 69, 76, 108, 134, 135, 159, 161, 163, 169, 171, 191, 200, 207, 267, 270]",511.4
400,"[65, 67, 68, 69, 74, 76, 108, 134, 135, 159, 161, 169, 171, 191, 201, 207, 267, 270]",483.99999999999994
401,"[65, 66, 67, 68, 69, 76, 108, 134, 135, 159, 161, 169, 171, 191, 201, 207, 267, 270]",491.2
402,"[65, 66, 67, 68, 69, 74, 76, 108, 134, 135, 159, 161, 169, 171, 191, 207, 267, 270]",469.29999999999995
403,"[65, 67, 68, 69, 104, 108, 134, 135, 159, 161, 163, 169, 171, 191, 200, 207, 250, 257, 267, 270]",542.2
404,"[65, 67, 68, 69, 104, 108, 134, 135, 159, 161, 169, 171, 191, 201, 207, 250, 257, 267, 270]",522.0
405,"[65, 67, 68, 69, 74, 104, 108, 134, 135, 159, 161, 169, 171, 191, 207, 250, 257, 267, 270]",500.09999999999997
406,"[65, 66, 67, 68, 69, 104, 108, 134, 135, 159, 161, 169, 171, 191, 207, 250, 257, 267, 270]",507.3
407,"[65, 67, 68, 69, 108, 134, 135, 159, 161, 163, 169, 171, 191, 200, 201, 207, 250, 257, 267, 270]",568.8999999999999
408,"[65, 67, 68, 69, 74, 108, 134, 135, 159, 161, 163, 169, 171, 191, 200, 207, 250, 257, 267, 270]",546.9999999999999
409,"[65, 66, 67, 68, 69, 108, 134, 135, 159, 161, 163, 169, 171, 191, 200, 207, 250, 257, 267, 270]",554.1999999999999
410,"[65, 67, 68, 69, 74, 108, 134, 135, 159, 161, 169, 171, 191, 201, 207, 250, 257, 267, 270]",526.8
411,"[65, 66, 67, 68, 69, 108, 134, 135, 159, 161, 169, 171, 191, 201, 207, 250, 257, 267, 270]",534.0
412,"[65, 66, 67, 68, 69, 74, 108, 134, 135, 159, 161, 169, 171, 191, 207, 250, 257, 267, 270]",512.0999999999999
413,"[65, 67, 68, 69, 104, 108, 134, 135, 159, 161, 163, 169, 171, 191, 200, 201, 207, 267, 270]",505.2
414,"[65, 67, 68, 69, 74, 104, 108, 134, 135, 159, 161, 163, 169, 171, 191, 200, 207, 267, 270]",483.29999999999995
415,"[65, 66, 67, 68, 69, 104, 108, 134, 135, 159, 161, 163, 169, 171, 191, 200, 207, 267, 270]",490.5
416,"[65, 67, 68, 69, 74, 104, 108, 134, 135, 159, 161, 169, 171, 191, 201, 207, 267, 270]",463.09999999999997
417,"[65, 66, 67, 68, 69, 104, 108, 134, 135, 159, 161, 169, 171, 191, 201, 207, 267, 270]",470.3
418,"[65, 66, 67, 68, 69, 74, 104, 108, 134, 135, 159, 161, 169, 171, 191, 207, 267, 270]",448.4
419,"[65, 67, 68, 69, 74, 108, 134, 135, 159, 161, 163, 169, 171, 191, 200, 201, 207, 267, 270]",509.99999999999994
420,"[65, 66, 67, 68, 69, 108, 134, 135, 159, 161, 163, 169, 171, 191, 200, 201, 207, 267, 270]",517.1999999999999
421,"[65, 66, 67, 68, 69, 74, 108, 134, 135, 159, 161, 163, 169, 171, 191, 200, 207, 267, 270]",495.29999999999995
422,"[65, 66, 67, 68, 69, 74, 108, 134, 135, 159, 161, 169, 171, 191, 201, 207, 267, 270]",475.09999999999997
423,"[67, 68, 69, 76, 104, 108, 134, 135, 159, 161, 163, 169, 171, 191, 200, 207, 250, 257, 267, 270]",541.3
424,"[67, 68, 69, 76, 104, 108, 134, 135, 159, 161, 169, 171, 191, 201, 207, 250, 257, 267, 270]",521.1
425,"[67, 68, 69, 74, 76, 104, 108, 134, 135, 159, 161, 169, 171, 191, 207, 250, 257, 267, 270]",499.2
426,"[66, 67, 68, 69, 76, 104, 108, 134, 135, 159, 161, 169, 171, 191, 207, 250, 257, 267, 270]",506.40000000000003
427,"[67, 68, 69, 76, 108, 134, 135, 159, 161, 163, 169, 171, 191, 200, 201, 207, 250, 257, 267, 270]",568.0
428,"[67, 68, 69, 74, 76, 108, 134, 135, 159, 161, 163, 169, 171, 191, 200, 207, 250, 257, 267, 270]",546.1
429,"[66, 67, 68, 69, 76, 108, 134, 135, 159, 161, 163, 169, 171, 191, 200, 207, 250, 257, 267, 270]",553.3000000000001
430,"[67, 68, 69, 74, 76, 108, 134, 135, 159, 161, 169, 171, 191, 201, 207, 250, 257, 267, 270]",525.9
431,"[66, 67, 68, 69, 76, 108, 134, 135, 159, 161, 169, 171, 191, 201, 207, 250, 257, 267, 270]",533.1
432,"[66, 67, 68, 69, 74, 76, 108, 134, 135, 159, 161, 169, 171, 191, 207, 250, 257, 267, 270]",511.2
433,"[67, 68, 69, 76, 104, 108, 134, 135, 159, 161, 163, 169, 171, 191, 200, 207, 267, 270, 274]",502.5
434,"[67, 68, 69, 76, 104, 108, 134, 135, 159, 161, 163, 169, 171, 191, 200, 201, 207, 267, 270]",504.3
435,"[67, 68, 69, 74, 76, 104, 108, 134, 135, 159, 161, 163, 169, 171, 191, 200, 207, 267, 270]",482.4
436,"[66, 67, 68, 69, 76, 104, 108, 134, 135, 159, 161, 163, 169, 171, 191, 200, 207, 267, 270]",489.6
437,"[67, 68, 69, 76, 104, 108, 134, 135, 159, 161, 169, 171, 191, 201, 207, 267, 270, 274]",482.3
438,"[67, 68, 69, 74, 76, 104, 108, 134, 135, 159, 161, 169, 171, 191, 207, 267, 270, 274]",460.4
439,"[66, 67, 68, 69, 76, 104, 108, 134, 135, 159, 161, 169, 171, 191, 207, 267, 270, 274]",467.6
440,"[67, 68, 69, 74, 76, 104, 108, 134, 135, 159, 161, 169, 171, 191, 201, 207, 267, 270]",462.2
441,"[66, 67, 68, 69, 76, 104, 108, 134, 135, 159, 161, 169, 171, 191, 201, 207, 267, 270]",469.40000000000003
442,"[66, 67, 68, 69, 74, 76, 104, 108, 134, 135, 159, 161, 169, 171, 191, 207, 267, 270]",447.5
443,"[67, 68, 69, 76, 108, 134, 135, 159, 161, 163, 169, 171, 191, 200, 201, 207, 267, 270, 274]",529.1999999999999
444,"[67, 68, 69, 74, 76, 108, 134, 135, 159, 161, 163, 169, 171, 191, 200, 207, 267, 270, 274]",507.29999999999995
445,"[66, 67, 68, 69, 76, 108, 134, 135, 159, 161, 163, 169, 171, 191, 200, 207, 267, 270, 274]",514.5
446,"[67, 68, 69, 74, 76, 108, 134, 135, 159, 161, 163, 169, 171, 191, 200, 201, 207, 267, 270]",509.09999999999997
447,"[66, 67, 68, 69, 76, 108, 134, 135, 159, 161, 163, 169, 171, 191, 200, 201, 207, 267, 270]",516.3
448,"[66, 67, 68, 69, 74, 76, 108, 134, 135, 159, 161, 163, 169, 171, 191, 200, 207, 267, 270]",494.4
449,"[67, 68, 69, 74, 76, 108, 134, 135, 159, 161, 169, 171, 191, 201, 207, 267, 270, 274]",487.09999999999997
450,"[66, 67, 68, 69, 76, 108, 134, 135, 159, 161, 169, 171, 191, 201, 207, 267, 270, 274]",494.3
451,"[66, 67, 68, 69, 74, 76, 108, 134, 135, 159, 161, 169, 171, 191, 207, 267, 270, 274]",472.4
452,"[66, 67, 68, 69, 74, 76, 108, 134, 135, 159, 161, 169, 171, 191, 201, 207, 267, 270]",474.2
453,"[67, 68, 69, 104, 108, 134, 135, 159, 161, 163, 169, 171, 191, 200, 201, 207, 250, 257, 267, 270]",547.1
454,"[67, 68, 69, 74, 104, 108, 134, 135, 159, 161, 163, 169, 171, 191, 200, 207, 250, 257, 267, 270]",525.2
455,"[66, 67, 68, 69, 104, 108, 134, 135, 159, 161, 163, 169, 171, 191, 200, 207, 250, 257, 267, 270]",532.4
456,"[67, 68, 69, 74, 104, 108, 134, 135, 159, 161, 169, 171, 191, 201, 207, 250, 257, 267, 270]",505.0
457,"[66, 67, 68, 69, 104, 108, 134, 135, 159, 161, 169, 171, 191, 201, 207, 250, 257, 267, 270]",512.2
458,"[66, 67, 68, 69, 74, 104, 108, 134, 135, 159, 161, 169, 171, 191, 207, 250, 257, 267, 270]",490.3
459,"[67, 68, 69, 74, 108, 134, 135, 159, 161, 163, 169, 171, 191, 200, 201, 207, 250, 257, 267, 270]",551.9
460,"[66, 67, 68, 69, 108, 134, 135, 159, 161, 163, 169, 171, 191, 200, 201, 207, 250, 257, 267, 270]",559.1
461,"[66, 67, 68, 69, 74, 108, 134, 135, 159, 161, 163, 169, 171, 191, 200, 207, 250, 257, 267, 270]",537.1999999999999
462,"[66, 67, 68, 69, 74, 108, 134, 135, 159, 161, 169, 171, 191, 201, 207, 250, 257, 267, 270]",517.0
463,"[67, 68, 69, 104, 108, 134, 135, 159, 161, 163, 169, 171, 191, 200, 201, 207, 267, 270, 274]",508.3
464,"[67, 68, 69, 74, 104, 108, 134, 135, 159, 161, 163, 169, 171, 191, 200, 207, 267, 270, 274]",486.4
465,"[66, 67, 68, 69, 104, 108, 134, 135, 159, 161, 163, 169, 171, 191, 200, 207, 267, 270, 274]",493.6
466,"[67, 68, 69, 74, 104, 108, 134, 135, 159, 161, 163, 169, 171, 191, 200, 201, 207, 267, 270]",488.2
467,"[66, 67, 68, 69, 104, 108, 134, 135, 159, 161, 163, 169, 171, 191, 200, 201, 207, 267, 270]",495.40000000000003
468,"[66, 67, 68, 69, 74, 104, 108, 134, 135, 159, 161, 163, 169, 171, 191, 200, 207, 267, 270]",473.5
469,"[67, 68, 69, 74, 104, 108, 134, 135, 159, 161, 169, 171, 191, 201, 207, 267, 270, 274]",466.2
470,"[66, 67, 68, 69, 104, 108, 134, 135, 159, 161, 169, 171, 191, 201, 207, 267, 270, 274]",473.40000000000003
471,"[66, 67, 68, 69, 74, 104, 108, 134, 135, 159, 161, 169, 171, 191, 207, 267, 270, 274]",451.5
472,"[66, 67, 68, 69, 74, 104, 108, 134, 135, 159, 161, 169, 171, 191, 201, 207, 267, 270]",453.3
473,"[67, 68, 69, 74, 108, 134, 135, 159, 161, 163, 169, 171, 191, 200, 201, 207, 267, 270, 274]",513.1
474,"[66, 67, 68, 69, 108, 134, 135, 159, 161, 163, 169, 171, 191, 200, 201, 207, 267, 270, 274]",520.3
475,"[66, 67, 68, 69, 74, 108, 134, 135, 159, 161, 163, 169, 171, 191, 200, 207, 267, 270, 274]",498.4
476,"[66, 67, 68, 69, 74, 108, 134, 135, 159, 161, 163, 169, 171, 191, 200, 201, 207, 267, 270]",500.2
477,"[66, 67, 68, 69, 74, 108, 134, 135, 159, 161, 169, 171, 191, 201, 207, 267, 270, 274]",478.2
478,"[65, 67, 68, 69, 76, 104, 108, 135, 159, 161, 163, 171, 191, 200, 250, 257, 267, 270]",524.0
479,"[65, 67, 68, 69, 76, 104, 108, 135, 159, 161, 171, 191, 201, 250, 257, 267, 270]",503.8
480,"[65, 67, 68, 69, 74, 76, 104, 108, 135, 159, 161, 171, 191, 250, 257, 267, 270]",481.9
481,"[65, 66, 67, 68, 69, 76, 104, 108, 135, 159, 161, 171, 191, 250, 257, 267, 270]",489.1
482,"[65, 67, 68, 69, 76, 108, 135, 159, 161, 163, 171, 191, 200, 201, 250, 257, 267, 270]",550.6999999999999
483,"[65, 67, 68, 69, 74, 76, 108, 135, 159, 161, 163, 171, 191, 200, 250, 257, 267, 270]",528.8
484,"[65, 66, 67, 68, 69, 76, 108, 135, 159, 161, 163, 171, 191, 200, 250, 257, 267, 270]",536.0
485,"[65, 67, 68, 69, 74, 76, 108, 135, 159, 161, 171, 191, 201, 250, 257, 267, 270]",508.59999999999997
486,"[65, 66, 67, 68, 69, 76, 108, 135, 159, 161, 171, 191, 201, 250, 257, 267, 270]",515.8
487,"[65, 66, 67, 68, 69, 74, 76, 108, 135, 159, 161, 171, 191, 250, 257, 267, 270]",493.9
488,"[65, 67, 68, 69, 76, 104, 108, 135, 159, 161, 163, 171, 191, 200, 201, 267, 270]",487.0
489,"[65, 67, 68, 69, 74, 76, 104, 108, 135, 159, 161, 163, 171, 191, 200, 267, 270]",465.09999999999997
490,"[65, 66, 67, 68, 69, 76, 104, 108, 135, 159, 161, 163, 171, 191, 200, 267, 270]",472.3
